what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console,1248974125046
stopped,bundle,org.eclipse.gmf.xpand.editor,1.0.0.v20080425-1959,org.eclipse.gmf.xpand.editor,1248974125046
stopped,bundle,org.eclipse.m2m.qvt.oml.emf.util.ui,1.0.0.v20080611-1330,org.eclipse.m2m.qvt.oml.emf.util.ui,1248974125046
stopped,bundle,org.eclipse.xsd.editor,2.4.0.v200806091234,org.eclipse.xsd.editor,1248974125046
stopped,bundle,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.editors,1248974125046
stopped,bundle,org.eclipse.emf.ecoretools,0.8.0.v200806130600,org.eclipse.emf.ecoretools,1248974125046
stopped,bundle,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.resources,1248974125046
stopped,bundle,org.eclipse.emf.cdo.ui,1.0.0.v200806180411,org.eclipse.emf.cdo.ui,1248974125046
stopped,bundle,org.eclipse.uml2.uml.ecore.exporter,2.2.0.v200805131030,org.eclipse.uml2.uml.ecore.exporter,1248974125046
stopped,bundle,org.eclipse.xsd.ecore.exporter,2.4.0.v200806091234,org.eclipse.xsd.ecore.exporter,1248974125046
stopped,bundle,org.eclipse.emf.exporter,2.4.0.v200806091234,org.eclipse.emf.exporter,1248974125046
stopped,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200806091234,org.eclipse.emf.importer.ecore,1248974125046
stopped,bundle,org.eclipse.emf.importer.java,2.4.0.v200806091234,org.eclipse.emf.importer.java,1248974125047
stopped,bundle,org.eclipse.emf.importer.rose,2.4.0.v200806091234,org.eclipse.emf.importer.rose,1248974125047
stopped,bundle,org.eclipse.uml2.uml.ecore.importer,2.2.0.v200805131030,org.eclipse.uml2.uml.ecore.importer,1248974125047
stopped,bundle,org.eclipse.xsd.ecore.importer,2.4.0.v200806091234,org.eclipse.xsd.ecore.importer,1248974125047
stopped,bundle,org.eclipse.emf.importer,2.4.0.v200806091234,org.eclipse.emf.importer,1248974125047
stopped,bundle,org.eclipse.emf.converter,2.4.0.v200806091234,org.eclipse.emf.converter,1248974125047
stopped,bundle,org.eclipse.uml2.codegen.ecore.ui,1.4.0.v200805131030,org.eclipse.uml2.codegen.ecore.ui,1248974125047
stopped,bundle,org.eclipse.emf.codegen.ecore.ui,2.4.0.v200806091234,org.eclipse.emf.codegen.ecore.ui,1248974125048
stopped,bundle,org.eclipse.emf.mapping.ecore2ecore.editor,2.4.0.v200806091234,org.eclipse.emf.mapping.ecore2ecore.editor,1248974125048
stopped,bundle,org.eclipse.uml2.examples.uml.ui,2.2.0.v200805131030,org.eclipse.uml2.examples.uml.ui,1248974125048
stopped,bundle,org.eclipse.emf.ecore.editor,2.4.0.v200806091234,org.eclipse.emf.ecore.editor,1248974125048
stopped,bundle,org.eclipse.emf.ecore.sdo.editor,2.4.0.v200806091234,org.eclipse.emf.ecore.sdo.editor,1248974125048
stopped,bundle,org.eclipse.emf.ecoretools.properties,0.8.0.v200806130600,org.eclipse.emf.ecoretools.properties,1248974125048
