what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.1.0.v20080503-1740,org.eclipse.gmf.runtime.diagram.ui.providers,1248317342767
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.1.0.v20080603-1553,org.eclipse.gmf.runtime.diagram.ui.actions,1248317342768
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.dnd,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.dnd,1248317342769
stopped,bundle,org.eclipse.emf.ecoretools.filters,0.8.0.v200806130600,org.eclipse.emf.ecoretools.filters,1248317342769
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide,1248317342770
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1248317342770
stopped,bundle,org.eclipse.uml2.diagram.common,0.8.0.v200806112132,org.eclipse.uml2.diagram.common,1248317342771
stopped,bundle,org.eclipse.uml2.diagram.parser,0.8.0.v200806112132,org.eclipse.uml2.diagram.parser,1248317342772
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.properties,1.1.0.v20080603-1553,org.eclipse.gmf.runtime.diagram.ui.properties,1248317342773
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui,1.1.0.v20080610-1132,org.eclipse.gmf.runtime.diagram.ui,1248317342774
stopped,bundle,org.eclipse.gmf.runtime.emf.ui.properties,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.ui.properties,1248317342774
stopped,bundle,org.eclipse.gmf.runtime.emf.ui,1.1.0.v20080516-1748,org.eclipse.gmf.runtime.emf.ui,1248317342775
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action,1248317342775
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.1.0.v20080507-2230,org.eclipse.gmf.runtime.common.ui.services.action,1248317342776
stopped,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.type.ui,1248317342777
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services,1.1.0.v20080612-1229,org.eclipse.gmf.runtime.common.ui.services,1248317342777
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1248317342777
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.dnd,1248317342778
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.properties,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.properties,1248317342778
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1.1.0.v20080603-1553,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1248317342779
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.1.0.v20080507-2230,org.eclipse.gmf.runtime.draw2d.ui.render,1248317342780
stopped,bundle,org.eclipse.gmf.runtime.gef.ui,1.1.0.v20080503-1740,org.eclipse.gmf.runtime.gef.ui,1248317342780
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.1.0.v20080610-1132,org.eclipse.gmf.runtime.draw2d.ui,1248317342781
stopped,bundle,org.eclipse.gmf.runtime.common.ui,1.1.0.v20080512-1200,org.eclipse.gmf.runtime.common.ui,1248317342781
stopped,bundle,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console,1248317342781
